alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_nom_fr,"Energie, N x facteur Jones, avec fibres  (kJ/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),AG saturés (g/100 g),Fibres alimentaires (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Vitamine C (mg/100 g)
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Corned-beef, appertisé",787,"63,4","23,1","< 0,1","10,5","< 0,2","4,54","< 1,5","75,5","1,95",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Oreille de porc demi-sel,951,"61,3","22,5","0,6","15,1",0,"5,39",0,82,"0,48",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Pied de porc demi-sel,569,75,"11,6","0,01",10,0,"2,95",0,83,"2,37",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Poitrine de porc demi-sel,1110,"56,5","16,8","0,75",22,"0,6","8,3",0,0,2,0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Lardon fumé, cru",1140,"55,7","16,7","0,96","22,6","0,8",8,"0,34","60,1","2,63","0,9"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Lardon fumé, cuit",1080,"54,6","14,7","0,8","22,1","0,8","8,25",0,"55,5","2,59",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Viande des Grisons,881,"49,5","38,9",1,"5,47",1,"2,52",0,"91,9","3,83","< 0,5"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Haché de volaille,575,0,"17,7","3,5","5,68","1,4","1,88","0,63",0,"1,3",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Rôti de volaille en salaison, cuit",464,0,22,"1,28","1,73","0,97","0,55","0,44",0,2,0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Chorizo,1790,34,"23,5","3,05","36,1","2,01","14,3","0,93",0,"4,24",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Chorizo supérieur, doux ou fort, type saucisse sèche",1970,28,"20,9","2,6","41,9","2,6",16,0,111,"3,91",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Chorizo supérieur, doux ou fort, type charcuterie en tranches",1340,"43,6","22,6","2,1","23,9","2,1","8,8",0,75,"4,3",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Salami,1870,"33,2","17,7","1,05","41,8","< 0,2","16,2",traces,"95,9","4,05","3,61"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Salami pur porc,1660,"36,2","22,6","1,6","33,7",0,"11,9",0,79,"5,65",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Salami porc et boeuf,1460,"43,2","21,5","1,56","28,8","0,61","10,4",0,"98,5","4,37",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Salami type danois,1900,"36,8",17,"1,35","42,9","0,56","15,4",0,75,"4,13",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Saucisson à l'ail,1160,"57,2",15,"1,63","23,6","0,86","9,92","0,63",0,2,5
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Saucisson cuit pur porc,1330,"52,1","13,8","1,3",29,0,0,traces,0,"1,9",5
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Saucisson de Paris,1430,"50,6","12,5","0,6","32,7","0,5","3,5",traces,0,"1,73",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Saucisson de Paris, fumé",1190,"57,3","13,7","0,6","25,6",0,0,traces,0,0,0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Saucisson brioché, cuit",1290,"42,4","14,7","22,6","17,4","3,8","8,6",2,"86,4","1,38",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Cervelas,1150,"61,1","11,9","1,56","24,8","0,63","9,37","0,4","66,8","1,95","18,1"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Cervelas obernois,1260,0,13,1,"27,5","0,6","11,5","0,6",0,2,0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Cervelas à l'ail, pur porc",1230,"55,3","12,5","0,2","27,4",0,0,traces,0,0,0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Mortadelle,1260,"55,1",15,"1,4","26,7",0,"10,6",0,"72,5","2,13",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Mortadelle, pur porc",1230,"52,3","14,8","1,55","25,8",1,"9,85",0,70,"2,14",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Mortadelle, porc et boeuf",1230,"52,3","16,4","0,7","25,4",0,"9,51",0,56,"3,12",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Mortadelle pistachée pur porc,1330,"53,2","14,4","1,16","28,2","0,48","11,4","1,97",0,"2,08",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,Saucisson de cheval type cervelas,-,"57,6","14,2",0,20,"1,4","7,1",0,"48,2","2,46",0
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Spécialité végétale type jambon cuit, préemballée",1010,"50,2","29,7","4,13","11,1","0,93","0,89","3,2",0,"1,62","< 0,5"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Spécialité végétale type pâté, préemballée",816,"66,7","3,56","9,45","15,4","1,49","4,13","2,96",0,"1,27","< 0,5"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée",941,"60,4","13,4","5,69","16,3","0,5","1,95",< 3,0,"1,68","< 0,5"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée",552,"73,3",11,"4,97","7,2","0,97","1,13",< 3,"3,28","1,01","< 0,5"
"viandes, œufs, poissons et assimilés",charcuteries et assimilés,"Saucisse végétale au blé ou seitan, préemballé",1020,"47,7","27,1","7,53","10,5","1,74","2,79","4,6",0,"1,82","< 0,5"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé",-,"62,5","15,8","2,48","13,6","0,57","4,45","1,55",0,"0,87",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Cordon bleu de volaille, préemballé",944,"54,1",14,"14,6","12,2","2,2","3,2","0,78","37,5","1,73",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Boeuf, boulettes cuites",906,62,"18,5","5,65","13,3",2,"4,88","0,63",37,"1,13","6,94"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Veau, escalope panée, cuite",1130,"47,8","22,9","12,6","14,1","0,49","2,42","0,94","72,4","0,98","0,0063"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Boulettes au porc et au boeuf (à la suédoise), préemballées, crues",1080,"55,6","14,4","7,78","18,6","0,8","6,99","0,8","55,3","1,51",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues",1030,"55,5","15,7","9,46","15,7","1,2","5,81","0,8","56,2","1,03",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,Brochette de volaille,811,"64,2","18,6","0,8",13,0,2,0,"56,9","0,29","9,46"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,Brochette de boeuf,793,"62,6","17,1","1,02","12,9",0,"3,12",1,"42,8","0,13","9,46"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,Brochette mixte de viande,866,"63,4","19,7","1,02","13,8","1,01","2,51","0,33","49,6","0,61","9,46"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Volaille, croquette panée ou nuggets",1000,"51,5","13,1","16,2","13,2","1,07","2,42","1,7","52,1","1,2",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,Brochette d'agneau,467,"72,8","12,6","2,54","5,1","1,57","1,41","2,6","39,6","0,48","11,7"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Brochette de porc, crue",549,0,"15,6","2,1","6,5","1,1","2,4",1,0,"0,81",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Poulet, croquette panée ou nuggets",1050,"48,6","15,6","19,4","11,6","1,3","2,68","2,4",< 2,"1,37","< 0,5"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Poulet, manchons marinés, rôtis/cuits au four",890,"60,2","22,4","2,1","12,6","0,6","3,16","0,9",108,"1,69","1,4"
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Poulet, escalope panée",1410,"41,8","7,25","21,7",24,"1,9","5,28","3,4","49,3","1,26",0
"viandes, œufs, poissons et assimilés",autres produits à base de viande,"Dinde, escalope viennoise ou milanaise ou escalope panée",882,0,"14,1","13,5","10,9","1,07","1,53","1,3",0,"1,03",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, cuit, sans précision (aliment moyen)",854,"62,6",23,0,"12,5",0,"2,5",0,"57,3","0,13","2,79"
"viandes, œufs, poissons et assimilés",poissons cuits,"Cabillaud, cuit, sans précision (aliment moyen)",420,75,"23,1",0,"0,73",0,"0,14",0,"52,1","0,2","0,62"
"viandes, œufs, poissons et assimilés",poissons cuits,"Hareng fumé, filet, doux",676,"67,7","18,1",0,"9,9",0,"2,24","< 0,5","54,9","3,78","< 0,5"
"viandes, œufs, poissons et assimilés",poissons cuits,"Carrelet ou plie, cuit à la vapeur",393,78,19,traces,"1,89",0,"0,22",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Églefin, cuit à la vapeur",377,"78,3","20,9",traces,"0,6",0,"0,1",0,38,"0,18",traces
"viandes, œufs, poissons et assimilés",poissons cuits,"Hareng, frit",840,0,23,traces,"12,1",0,"3,51",0,57,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Hareng fumé, au naturel",721,"68,3","16,5","0,5","11,7",0,"2,76",0,"49,9","3,98",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Hareng, grillé/poêlé",788,"64,2","21,6",traces,"11,4",0,"2,48",0,"54,3","0,34","0,7"
"viandes, œufs, poissons et assimilés",poissons cuits,"Lieu noir, cuit",423,"75,5","23,1",traces,"0,81",0,"0,29",0,105,"0,25",< 1
"viandes, œufs, poissons et assimilés",poissons cuits,"Limande-sole, cuite à la vapeur",380,"76,9","17,4",traces,"2,27",0,"0,12",0,73,"0,3",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Maquereau, rôti/cuit au four",949,"61,5","21,5",traces,"15,8",0,"4,44",0,"81,8","0,21","0,4"
"viandes, œufs, poissons et assimilés",poissons cuits,"Maquereau, frit",777,"64,6","23,6",traces,"10,2",0,"2,96",0,0,"0,21",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Merlan, frit",526,"71,4","23,1",traces,"3,61",0,"0,94",0,"70,1","0,43",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Merlan, cuit à la vapeur",417,"75,2",23,traces,"0,7",0,"0,13",0,55,"0,28",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Cabillaud, rôti/cuit au four",401,76,"22,3",traces,"0,6",0,"0,13",0,"55,5","0,23",1
"viandes, œufs, poissons et assimilés",poissons cuits,"Morue, salée, bouillie/cuite à l'eau",480,"67,4",26,traces,"1,01",0,"0,13",0,0,"5,8",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Cabillaud, cuit à la vapeur",451,"73,4","24,5",traces,"0,95",0,"0,16",0,"46,5","0,16",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Mulet, rôti/cuit au four",602,"70,5","24,8",traces,"4,86",0,"1,43",0,63,"0,18","1,2"
"viandes, œufs, poissons et assimilés",poissons cuits,"Raie, rôtie/cuite au four",409,"75,9",23,traces,"0,5",0,"0,096",0,0,"0,38",traces
"viandes, œufs, poissons et assimilés",poissons cuits,"Roussette ou petite roussette ou saumonette, cuite",1070,0,"25,4",traces,"17,2",0,"4,11",0,"60,1","0,2",0
"viandes, œufs, poissons et assimilés",poissons cuits,Saumon fumé,743,"63,1",22,"0,91","9,49",0,"2,06","< 0,25","72,1","3,51",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, cuit à la vapeur",816,"63,5",23,traces,"11,5",0,"2,39",0,"36,3","0,13",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Thon, rôti/cuit au four",576,"66,9","29,9",traces,"1,83",0,"0,9",0,"43,5","0,14",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sole, cuite à la vapeur",400,77,"20,3",traces,"1,48",0,"0,2",0,"70,8","0,41",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sole, rôtie/cuite au four",330,"82,4","15,7",traces,"1,69",0,"0,31",0,"60,5","0,29",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sole, bouillie/cuite à l'eau",292,84,15,traces,1,0,"0,2",0,65,"0,21",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sole, frite",306,83,"15,8",traces,1,0,"0,2",0,65,"0,36",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Raie, cuite au court-bouillon",415,"73,7","23,2",traces,"0,57",0,"0,12",0,67,"0,4",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Lotte ou baudroie, grillée/poêlée",417,75,23,traces,"0,68",0,"0,19",0,26,"0,061","0,5"
"viandes, œufs, poissons et assimilés",poissons cuits,"Maquereau, fumé",1220,"55,7","18,8",0,"24,3",0,"5,35",0,80,"0,96",0
"viandes, œufs, poissons et assimilés",poissons cuits,Haddock (fumé) ou églefin fumé,411,"76,8","22,6",0,"0,73",0,"0,13",0,77,"1,91",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Espadon, rôti/cuit au four",1110,"52,9","28,7",traces,"16,9",0,"1,51",0,129,"0,18",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Turbot, rôti/cuit au four",497,"72,7","21,3",traces,"3,64",0,"0,9",0,62,"0,25","1,7"
"viandes, œufs, poissons et assimilés",poissons cuits,"Merlu, cuit à l'étouffée",472,"74,4","21,2",traces,3,0,"0,92",0,"77,4","0,25",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Églefin, grillé/poêlé",360,"79,7",20,traces,"0,55",0,"0,11",0,66,"0,65",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sardine, grillée",812,64,"25,1",traces,"10,4",0,"2,9",0,0,"0,35",traces
"viandes, œufs, poissons et assimilés",poissons cuits,"Vivaneau, cuit",511,"71,7","26,3",traces,"1,72",0,"0,37",0,47,"0,14","1,6"
"viandes, œufs, poissons et assimilés",poissons cuits,"Rascasse, cuite à la vapeur",533,"71,7","24,6",traces,"3,1",0,"0,61",0,"48,9","0,22",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Lieu ou colin d'Alaska, fumé",344,0,"18,3",0,"0,9",0,"0,1",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Lieu jaune ou colin, cuit",425,"74,1","24,4",traces,"< 0,5",0,"< 0,01",0,"70,1","0,23","1,09"
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, cuit au micro-ondes, élevage",834,63,"24,2",traces,"11,4",0,0,0,0,"0,098",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, bouilli/cuit à l'eau, élevage",805,"63,4",25,traces,"10,3",0,0,0,0,"0,084",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four",512,71,"22,9",traces,"3,3",0,"0,75",0,67,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, grillé/poêlé",933,"60,1","25,5",traces,"13,5",0,"2,87",0,"71,8","0,11",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Saumon, élevage, rôti/cuit au four",874,"62,2","22,1",traces,"13,5",0,"2,5",0,63,"0,15","3,7"
"viandes, œufs, poissons et assimilés",poissons cuits,"Hareng fumé, à l'huile",699,"65,3","15,1",2,11,0,"3,12",0,"49,9","4,08",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Julienne ou Lingue, cuite",447,"73,9","24,5",traces,"0,82",0,"< 0,00018",0,"64,9","0,21",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",722,"68,8","17,3",traces,"11,6",0,"2,07",0,"68,1","0,36",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Sole, poêlée",410,"75,6","23,6",traces,"< 0,5",0,"< 0,01",0,"69,3","0,37","0,87"
"viandes, œufs, poissons et assimilés",poissons cuits,"Anguille, cuite (aliment moyen)",888,"60,7","22,1",0,"13,8",0,"3,15",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Anguille, rôtie/cuite au four",955,"59,3","23,6",traces,15,0,"3,02",0,161,"0,16","1,8"
"viandes, œufs, poissons et assimilés",poissons cuits,"Anguille, bouillie/cuite à l'eau",820,62,"20,5",traces,"12,7",0,"3,28",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Brochet, rôti/cuit au four",425,"74,7","23,1",traces,"0,88",0,"0,15",0,50,"0,12","3,8"
"viandes, œufs, poissons et assimilés",poissons cuits,"Carpe, rôtie/cuite au four",633,"69,6","21,6",traces,"7,17",0,"1,27",0,84,"0,16","1,6"
"viandes, œufs, poissons et assimilés",poissons cuits,"Perche, rôtie/cuite au four",503,"73,7","22,1",traces,"3,42",0,"0,85",0,"82,4","0,096","3,8"
"viandes, œufs, poissons et assimilés",poissons cuits,"Truite, rôtie/cuite au four",766,"63,4","26,6",traces,"8,47",0,"1,47",0,74,"0,17","0,5"
"viandes, œufs, poissons et assimilés",poissons cuits,"Truite, cuite à la vapeur",419,75,19,traces,"2,6",0,"0,54",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Truite arc en ciel, élevage, rôtie/cuite au four",600,71,"21,5",traces,"6,33",0,"1,51",0,"56,9","0,13","2,9"
"viandes, œufs, poissons et assimilés",poissons cuits,"Truite arc en ciel, élevage, cuite à la vapeur",493,75,20,traces,"4,14",0,"0,86",0,0,0,0
"viandes, œufs, poissons et assimilés",poissons cuits,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",335,"80,6","17,5",traces,1,0,"0,51",0,"40,8","0,58","< 0,5"
"viandes, œufs, poissons et assimilés",poissons cuits,"Truite d'élevage, fumée",753,"61,7","23,4","0,69","9,27",0,"1,71",0,"47,9","3,18",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Bar commun ou loup, rôti/cuit au four",617,"69,1","22,2",traces,"6,51",0,"1,27",0,"63,3","0,17",0
"viandes, œufs, poissons et assimilés",poissons cuits,"Dorade (Daurade) royale, cuite au four",620,"68,8","23,6",traces,"5,9",0,"1,3",0,"72,4","0,18","0,59"
"viandes, œufs, poissons et assimilés",poissons crus,"Bar rayé ou bar d'Amérique, cru",477,"74,6","20,3",traces,"3,58",0,"0,76",0,"78,3","0,19","2,05"
"viandes, œufs, poissons et assimilés",poissons crus,"Lieu ou colin d'Alaska, cru",300,"81,2","16,3",traces,"0,61",0,"0,015","< 0,17","48,4","0,48",traces
"viandes, œufs, poissons et assimilés",poissons crus,"Flétan de l'Atlantique ou flétan blanc, cru",409,"76,8","21,2",traces,"1,31",0,"0,21",0,"43,7","0,15",0
"viandes, œufs, poissons et assimilés",poissons crus,"Hareng, cru",734,"71,5","17,7",traces,"11,7",0,"2,82",0,"55,6","0,22","0,75"
"viandes, œufs, poissons et assimilés",poissons crus,"Lotte ou baudroie, crue",285,"82,6","15,1",traces,"0,74",0,"0,2","< 0,2",25,"0,19","0,67"
"viandes, œufs, poissons et assimilés",poissons crus,"Saumon, cru, élevage",807,"66,5","20,5",traces,"12,4",0,"2,15","< 0,25","53,6","0,16","1,8"
"viandes, œufs, poissons et assimilés",poissons crus,"Turbot sauvage, cru",386,"78,1","17,2",traces,"2,54",0,"0,71",0,48,"0,24","0,85"
"viandes, œufs, poissons et assimilés",poissons crus,"Cabillaud, cru",329,"79,8","18,1",traces,"0,57",0,"0,1","< 0,2","43,9","0,23",1
"viandes, œufs, poissons et assimilés",poissons crus,"Merlu, cru",349,80,"17,6",traces,"1,35",0,"0,22",0,"31,4","0,22",traces
"viandes, œufs, poissons et assimilés",poissons crus,"Lieu noir, surgelé, cru",350,"78,3","19,8",traces,"0,37",0,"0,074",0,71,"0,2",0
"viandes, œufs, poissons et assimilés",poissons crus,"Merlu, filet, surgelé, cru",346,"80,1","15,1",traces,"2,4",0,"0,6",0,0,"0,53",0
"viandes, œufs, poissons et assimilés",poissons crus,"Maquereau, cru",808,"66,4","18,1",traces,"13,5",0,"3,22",0,"49,7","0,16","0,2"
"viandes, œufs, poissons et assimilés",poissons crus,"Raie, crue",382,"76,8","21,4",traces,"0,47",0,"0,12",0,"45,6","0,35",0
"viandes, œufs, poissons et assimilés",poissons crus,"Thon, cru",607,"66,6",24,traces,"5,38",0,"1,19",0,34,"0,12","1,37"
"viandes, œufs, poissons et assimilés",poissons crus,"Carrelet ou plie, cru",375,"77,7",20,traces,"0,94",0,"0,2",0,"44,5","0,2","1,5"
